userId,movieId,vote_average
180,tt4088268,7.0
73,tt21094994,6.459
507,tt0455596,6.224
386,tt1764625,6.241
576,tt1629757,7.014
139,tt6643972,6.4
627,tt3976144,5.486
862,tt0061107,6.594
75,tt0892767,5.877
970,tt0088748,6.5
847,tt15340724,8.264
659,tt3011960,5.756
715,tt2677722,6.404
263,tt2304953,5.805
88,tt0037884,7.652
848,tt0098141,5.731
352,tt0332136,6.999
292,tt0464196,6.3
393,tt0367093,4.279
432,tt1629440,6.031
954,tt7905466,7.759
586,tt19465630,7.7
505,tt4080956,6.757
103,tt1232783,5.457
706,tt0077713,5.914
893,tt10279472,6.234
930,tt0192614,5.7
45,tt8176578,6.876
848,tt1186373,7.207
708,tt1234654,5.889
661,tt0110300,6.255
237,tt0189998,6.656
737,tt0069097,7.476
718,tt0117331,5.209
465,tt19500164,7.972
888,tt0104254,6.324
535,tt1084950,6.265
513,tt0055018,7.4
514,tt4951982,6.705
840,tt2345567,6.07
273,tt0280380,6.189
975,tt0220099,6.511
913,tt1933667,6.641
785,tt0067756,6.39
768,tt2309961,6.463
931,tt0077711,7.997
208,tt0131857,6.09
188,tt0038559,7.557
937,tt0039689,7.603
726,tt8045906,7.9
517,tt1117523,6.091
728,tt0109456,5.767
527,tt0130121,5.661
722,tt0120524,5.948
438,tt5859238,7.351
973,tt13804084,7.5
530,tt0054248,8.068
321,tt3216348,5.354
191,tt3029558,7.642
542,tt1270262,6.699
342,tt0119668,6.322
635,tt7923220,6.253
459,tt0063374,7.524
367,tt0113870,7.142
981,tt0108122,7.2
823,tt6288694,5.91
635,tt0094812,6.678
11,tt0264150,5.507
771,tt0044121,6.758
323,tt1932718,5.969
267,tt0444653,6.633
760,tt0041094,6.471
912,tt5616176,7.47
389,tt0293715,7.531
312,tt0089489,6.254
546,tt0034587,6.893
412,tt7204348,7.428
620,tt0383010,5.755
860,tt0329691,5.217
805,tt2070776,6.659
794,tt0379889,6.787
964,tt0809504,5.496
589,tt6494418,4.715
755,tt0479113,7.241
296,tt11285908,6.776
977,tt6748466,6.796
323,tt7334528,6.73
116,tt7205316,5.814
145,tt0103859,5.652
820,tt0106912,6.572
14,tt5884234,5.693
780,tt3480796,4.352
727,tt0094608,7.0
55,tt5666304,5.787
403,tt0063005,6.527
587,tt0241760,5.888
225,tt4769824,7.995
526,tt0082089,7.024
655,tt1320291,5.714
269,tt5144174,6.8
176,tt0093560,6.698
815,tt1010271,6.63
246,tt0104850,5.909
973,tt5979872,6.621
859,tt2268458,6.474
5,tt2354181,6.069
682,tt0031885,7.597
300,tt11506284,7.518
57,tt3068194,6.093
592,tt15301048,7.964
249,tt0195945,6.431
760,tt9506474,6.909
970,tt0479537,6.409
460,tt9115530,6.591
450,tt3416744,7.093
843,tt22352848,6.25
185,tt5607028,5.401
624,tt1234541,5.451
878,tt2033372,6.907
874,tt1680110,6.037
198,tt2853614,6.433
29,tt1303828,6.402
56,tt3149038,6.716
930,tt2762970,6.892
736,tt2616880,7.548
973,tt8155182,6.074
233,tt1715873,5.805
980,tt0085244,6.9
585,tt0117737,6.696
846,tt0395479,6.579
979,tt0034398,7.059
397,tt0091431,7.035
675,tt0392494,4.814
783,tt0284978,6.654
538,tt0367631,6.394
939,tt0078446,6.685
848,tt0070239,7.032
292,tt2404461,7.287
904,tt0058536,7.373
298,tt0092796,6.226
604,tt8095860,7.15
152,tt0108065,7.109
128,tt7599146,7.973
403,tt0495241,7.0
284,tt0065134,6.939
93,tt1379177,6.5
897,tt14641542,7.703
522,tt6210996,5.242
613,tt0208988,5.166
630,tt0057869,7.58
649,tt8743064,5.577
799,tt13236566,6.479
514,tt4196450,6.515
268,tt0154421,6.457
28,tt0410764,6.49
990,tt1817771,6.149
541,tt2172985,6.163
673,tt1984153,6.199
640,tt0067093,7.686
496,tt1470023,5.483
509,tt1656192,6.657
62,tt5893332,5.462
108,tt0081534,7.524
189,tt2309021,5.738
131,tt1054485,6.971
432,tt8075016,5.986
521,tt6020800,6.2
535,tt0057193,7.0
887,tt0844993,5.137
995,tt0170691,6.611
227,tt0120265,7.6
312,tt4669264,6.27
798,tt13456318,6.0
104,tt0097674,7.052
64,tt0999913,5.844
188,tt1866249,6.911
55,tt3202202,7.404
327,tt1975159,4.82
574,tt0169102,7.28
950,tt3858372,7.32
984,tt0120693,6.283
397,tt0062136,7.744
966,tt1349482,6.751
693,tt0383222,4.116
516,tt9660502,7.787
633,tt7681902,8.031
873,tt11274492,6.162
513,tt0069945,5.965
885,tt1924394,6.991
937,tt0042593,7.545
681,tt0091288,7.691
974,tt3297330,6.0
287,tt0046478,8.0
343,tt0106332,7.92
505,tt0119664,5.637
230,tt0089941,6.991
350,tt10006006,6.286
328,tt5690810,7.225
610,tt3181776,5.7
761,tt1699231,5.681
764,tt0242998,5.495
499,tt0082307,6.9
601,tt4587656,6.287
518,tt0068638,7.079
920,tt0108211,7.299
199,tt0399327,5.719
57,tt11762434,4.139
440,tt0142233,6.485
818,tt0405336,5.113
155,tt0857265,6.244
780,tt1235187,7.957
0,tt11388406,5.613
778,tt0093818,7.041
365,tt4573516,5.389
358,tt4441280,6.89
26,tt8510488,6.509
850,tt5360996,6.302
428,tt1401143,6.252
412,tt5592878,6.375
39,tt0274497,7.304
285,tt0083996,6.029
984,tt5607714,7.222
24,tt0096251,6.944
964,tt1314715,7.039
496,tt0292644,6.2
629,tt0085701,6.655
862,tt0240510,6.575
101,tt0048021,7.836
337,tt5479616,5.077
355,tt2034139,4.644
31,tt2304771,6.816
506,tt0384286,5.803
356,tt1565958,6.492
326,tt0094142,6.2
678,tt0347048,7.453
815,tt0477139,6.943
349,tt0896872,6.74
736,tt5989218,7.225
345,tt0486551,5.901
761,tt1995390,6.034
1,tt13061790,6.897
807,tt2499472,6.047
969,tt0419677,7.1
992,tt10481868,4.605
116,tt0101912,6.707
413,tt2097307,5.706
693,tt0099385,6.197
135,tt1810683,7.186
58,tt0089013,6.6
414,tt3838034,5.67
917,tt0100054,6.339
333,tt14400246,6.018
896,tt4068576,7.1
289,tt0300532,5.968
911,tt1467273,7.308
77,tt2090465,6.223
717,tt0105629,5.205
304,tt0248126,7.762
837,tt0112760,5.7
56,tt6508228,6.317
480,tt1872818,6.451
895,tt1825918,6.988
744,tt0089869,6.616
583,tt0091738,6.101
228,tt0094336,7.3
712,tt0101635,6.409
382,tt9387250,5.6
657,tt6016776,7.273
96,tt0293007,7.56
454,tt0435670,6.34
156,tt1754799,6.138
5,tt0095655,6.875
781,tt5263116,7.3
886,tt0052077,4.21
369,tt7983894,7.047
954,tt5692390,7.378
458,tt0142241,6.843
10,tt2758880,7.641
274,tt0254455,6.694
677,tt0390022,6.917
917,tt5869370,8.32
873,tt0142238,7.084
604,tt0047472,7.211
184,tt0376968,7.457
878,tt2872462,6.581
608,tt0842929,6.511
842,tt6367558,6.094
54,tt1456472,6.815
747,tt6204340,4.945
139,tt0114367,6.191
220,tt0067525,6.144
418,tt1714210,7.3
458,tt0083943,5.997
517,tt1232207,7.129
345,tt0100994,6.488
249,tt0874306,4.951
547,tt5941692,6.378
657,tt1054486,6.9
78,tt0808339,6.044
892,tt1584016,6.838
834,tt0082377,5.826
880,tt1235536,4.443
72,tt0808399,5.917
6,tt0091223,6.096
947,tt0101605,7.271
936,tt0155776,6.251
879,tt0141098,5.397
917,tt0119731,6.062
519,tt0252503,6.303
293,tt5814592,6.342
711,tt0473308,6.768
221,tt8740778,6.858
343,tt0252028,5.695
656,tt0089695,6.202
374,tt0104756,7.062
790,tt0252501,6.748
251,tt0004972,6.034
895,tt0099558,7.366
840,tt0106400,6.243
542,tt0454082,5.168
818,tt2752758,4.559
430,tt9239552,8.143
260,tt0117108,5.749
137,tt1054487,7.029
361,tt0300140,7.643
344,tt0048254,6.333
936,tt0126388,5.68
742,tt2560078,6.722
239,tt0164961,5.897
379,tt0051622,7.002
305,tt0069947,7.497
683,tt5256722,6.084
243,tt0085811,6.019
526,tt2393845,5.62
628,tt0265930,6.411
689,tt0142235,6.682
452,tt5774062,6.903
562,tt0972785,6.5
209,tt0109303,6.185
766,tt4106514,6.481
258,tt3387266,6.674
454,tt2011118,6.328
116,tt0113501,6.178
171,tt0050706,7.401
276,tt13109952,6.7
571,tt1821641,6.413
704,tt8649186,7.66
544,tt2597760,6.168
425,tt5084170,6.601
862,tt1213012,5.933
20,tt0100514,5.86
453,tt8169446,5.496
736,tt5808778,6.455
473,tt0238112,5.9
241,tt0872230,5.51
20,tt7086706,5.116
522,tt0054749,7.872
224,tt0114702,6.4
600,tt1714208,6.03
141,tt0346336,8.053
80,tt1201561,6.8
709,tt1633356,4.904
542,tt0470705,6.054
339,tt0066473,7.154
393,tt6127004,5.975
308,tt0479500,6.074
275,tt0426459,6.156
167,tt0116654,4.863
625,tt0114857,5.477
327,tt6372694,5.153
455,tt2247732,6.453
7,tt0142247,7.5
158,tt0051207,7.149
895,tt6063090,6.461
164,tt2473794,6.534
635,tt1772288,6.761
308,tt0409904,6.2
791,tt1911662,5.358
998,tt0095253,6.437
406,tt0127723,6.235
274,tt2473602,6.766
596,tt6087226,6.393
929,tt2770480,7.1
147,tt0239948,5.558
945,tt0091083,6.512
868,tt0480922,5.123
976,tt0107653,7.357
72,tt0112922,7.284
560,tt0416212,7.485
164,tt0090060,6.151
276,tt0449851,5.967
755,tt1826590,6.0
871,tt0041546,7.691
38,tt0290057,7.323
207,tt6303866,5.97
847,tt7456312,4.887
534,tt4298958,7.444
836,tt1457765,5.895
351,tt0120032,6.206
154,tt0465203,6.089
229,tt1440732,5.261
524,tt10472884,8.2
447,tt0424823,5.211
482,tt0326856,4.879
474,tt0107665,6.196
21,tt0075066,6.827
605,tt0105428,6.055
83,tt7262882,6.407
525,tt1618435,6.173
516,tt2294677,6.389
500,tt3300980,7.255
390,tt2167266,6.918
19,tt0173886,6.84
472,tt0088184,7.151
89,tt8816194,5.934
536,tt1320304,4.927
914,tt0119141,6.4
64,tt0218817,5.993
106,tt0040506,7.477
93,tt7054636,5.888
433,tt13058290,8.2
347,tt0339135,6.5
729,tt0168122,7.056
784,tt0111143,6.029
13,tt1634121,5.448
547,tt0107501,6.515
202,tt11317142,7.177
303,tt0100114,6.071
177,tt0256103,6.352
757,tt0057261,6.713
353,tt2725962,6.752
681,tt0098966,5.779
37,tt15215512,6.934
849,tt0120004,5.943
983,tt1320082,7.249
879,tt6744044,6.1
997,tt0099994,5.279
977,tt2039345,5.963
485,tt11084896,7.3
272,tt0110200,7.5
562,tt0097240,7.102
74,tt0105128,5.352
510,tt3331846,7.307
39,tt0099892,5.667
128,tt0044837,7.939
109,tt10375106,6.3
56,tt0075968,7.295
830,tt0381971,6.413
350,tt0209077,5.816
324,tt0467421,6.757
785,tt2375379,7.506
999,tt1456941,6.166
772,tt5034474,5.462
107,tt13873302,6.766
637,tt0476680,7.24
369,tt0058586,7.264
658,tt5254610,6.073
480,tt0095687,5.683
564,tt0087481,6.955
523,tt2960930,5.485
160,tt3610746,6.158
375,tt1018765,5.849
40,tt8949056,6.3
440,tt0142234,5.735
378,tt4736550,6.871
490,tt0116514,5.217
68,tt0066765,7.207
115,tt8337158,6.8
780,tt0117918,6.025
156,tt8856470,6.678
448,tt2316548,6.6
141,tt4181052,5.756
827,tt14668630,7.2
411,tt1401113,6.982
286,tt0093512,7.59
446,tt0062467,7.4
373,tt2402105,5.815
836,tt2085910,6.209
634,tt0086993,6.681
811,tt4356480,7.142
686,tt10945274,7.147
936,tt0091670,7.719
222,tt0090190,6.283
515,tt10256570,7.134
578,tt0061619,7.374
935,tt4019560,4.908
678,tt0074851,6.4
78,tt0780516,6.613
397,tt0104454,7.037
312,tt0058898,6.97
762,tt0142244,6.438
635,tt0086022,7.88
552,tt1718924,6.7
518,tt6521876,5.673
554,tt0489664,6.346
51,tt6421110,5.454
63,tt0335559,5.726
857,tt0272207,6.699
580,tt0045891,6.822
419,tt1313139,5.523
81,tt0102526,6.556
450,tt7549892,6.651
748,tt10037014,7.017
408,tt14439896,7.241
561,tt3438640,6.769
605,tt7772582,7.154
779,tt10308928,5.214
711,tt2222394,7.9
166,tt9684220,6.065
798,tt0454919,5.009
695,tt0486761,6.6
317,tt0902272,6.811
950,tt0411705,5.653
737,tt0082949,7.277
139,tt4057632,7.529
19,tt3083008,6.368
322,tt3899796,4.631
61,tt0445946,5.7
29,tt0045061,7.309
129,tt6217804,5.701
803,tt0019422,7.298
214,tt0060400,6.718
155,tt0388500,6.268
849,tt4142022,5.8
432,tt0115986,5.483
852,tt2368254,6.809
758,tt3508840,6.462
830,tt1013860,4.721
914,tt0095403,7.007
9,tt5247704,6.9
543,tt0076070,6.564
57,tt2315596,6.1
53,tt4399952,5.012
796,tt0040724,7.41
850,tt0110737,6.807
253,tt0381348,6.576
162,tt0816556,6.217
60,tt2597892,5.636
797,tt1130988,6.634
867,tt7736496,6.628
321,tt1152758,8.111
34,tt7025976,6.302
75,tt10480532,6.106
853,tt2652092,7.354
329,tt0409011,5.107
963,tt0071411,8.009
865,tt13412252,7.326
509,tt0057591,7.784
955,tt0066207,7.255
453,tt0073631,6.217
360,tt0308506,6.073
452,tt9695722,6.31
48,tt3302820,7.692
401,tt0244316,7.88
498,tt1959332,6.127
9,tt1683043,6.681
270,tt0055601,7.667
852,tt0059168,6.76
793,tt0150662,7.116
846,tt0080569,6.565
235,tt0245238,6.858
428,tt0157016,7.6
371,tt0072288,6.7
968,tt0054067,7.5
408,tt5813366,5.927
112,tt0349047,6.2
651,tt0060450,6.313
426,tt0065769,6.364
362,tt5175450,6.166
671,tt5893264,5.675
337,tt0049902,7.9
706,tt3138104,4.114
754,tt2023690,6.288
366,tt13079150,6.167
353,tt0115988,6.589
81,tt0037382,7.4
919,tt4081630,7.618
799,tt0303933,6.899
631,tt0493171,5.991
905,tt10345590,6.108
191,tt3908142,6.398
638,tt4466362,5.803
289,tt10399608,6.729
793,tt1758595,5.614
933,tt0308152,6.338
640,tt7201846,7.527
83,tt0065724,7.154
490,tt1085492,4.902
582,tt3450900,6.258
833,tt0419198,6.8
477,tt3108894,6.6
916,tt0111419,6.427
102,tt1294970,5.7
459,tt0086969,7.117
57,tt0482546,6.6
933,tt0110638,6.531
754,tt0942384,7.744
874,tt0083722,6.063
3,tt2991224,7.679
908,tt4181782,5.685
885,tt0100140,6.711
456,tt0278823,6.549
275,tt0098625,6.168
961,tt0098354,6.6
980,tt0367027,6.32
93,tt0095088,6.5
919,tt6193408,6.9
508,tt4419364,4.956
67,tt0844760,4.7
975,tt0092106,7.167
736,tt5129682,5.889
460,tt0091954,6.774
165,tt2281159,5.329
79,tt1409836,6.716
806,tt1841642,5.299
124,tt1536410,6.085
777,tt0114194,6.497
201,tt6217608,7.267
689,tt1930315,6.123
310,tt0290329,6.407
781,tt0023649,7.3
833,tt0105275,6.567
213,tt1398940,6.603
592,tt0063823,7.13
557,tt1800254,6.749
335,tt0053168,7.3
731,tt0095690,6.244
810,tt8660788,6.493
280,tt0058777,7.361
508,tt2258858,7.237
218,tt0082484,7.043
124,tt1699114,6.839
267,tt1821362,6.006
613,tt0091480,7.612
827,tt0429573,5.582
622,tt0497137,7.101
84,tt4028464,6.935
970,tt0096244,6.049
169,tt0058335,7.767
299,tt0102603,6.283
343,tt3859076,6.56
53,tt0204626,5.007
107,tt1014762,7.821
928,tt1118511,7.278
806,tt1837587,5.967
611,tt6612630,7.1
881,tt7798604,6.581
347,tt0338852,6.019
66,tt14402926,7.459
961,tt0118755,5.95
166,tt0118996,6.5
254,tt0206013,7.001
617,tt7543930,7.437
404,tt3766394,6.447
102,tt0092263,7.45
835,tt0417433,6.745
454,tt1974420,5.751
49,tt13884144,7.738
651,tt0047673,7.204
413,tt10314450,6.349
312,tt0078718,7.078
26,tt0088414,6.203
309,tt1720616,5.998
427,tt3097204,6.16
822,tt0108473,6.091
933,tt0929629,7.075
369,tt0120879,6.9
519,tt0419843,5.867
180,tt1606392,6.822
865,tt0158371,6.83
954,tt0109579,7.135
638,tt3774790,4.312
925,tt10648714,6.199
92,tt2349144,6.033
655,tt3758162,6.0
200,tt10999120,7.029
431,tt5799076,7.489
502,tt0160009,5.688
659,tt3706352,6.03
644,tt0099699,6.124
426,tt0045758,5.448
586,tt2393827,5.501
689,tt0097737,5.9
456,tt16953666,7.054
536,tt0368975,5.997
683,tt0082934,6.533
664,tt2040560,5.656
334,tt6237612,6.1
959,tt1430615,6.627
372,tt0048960,6.7
154,tt3520418,5.567
635,tt8745676,7.486
48,tt2891070,6.535
542,tt0051744,6.823
504,tt5164184,6.075
785,tt6262764,6.107
220,tt1159231,5.744
456,tt0120008,6.175
386,tt0926759,7.45
880,tt1595656,5.8
75,tt1166827,6.93
576,tt11154906,6.965
749,tt1935902,6.103
760,tt3365778,7.073
867,tt8574252,7.849
692,tt0335121,4.868
10,tt2340678,7.185
970,tt0091630,6.7
981,tt0061728,6.776
142,tt5715410,6.59
383,tt0080319,6.894
740,tt3791302,7.2
472,tt0110027,4.725
945,tt0119472,7.66
70,tt0088794,6.63
260,tt6645614,6.7
903,tt0062083,7.367
691,tt0243493,6.401
242,tt5061360,7.343
560,tt2210479,7.24
956,tt8752498,6.975
584,tt8767908,7.099
691,tt1095174,5.837
274,tt0069089,6.19
958,tt1360860,7.435
733,tt4303340,6.326
95,tt0419749,6.55
404,tt0085601,6.918
315,tt1183252,7.298
427,tt1047540,5.946
689,tt5715066,6.553
69,tt0408664,7.992
49,tt1544608,5.606
783,tt0278500,6.842
823,tt0180052,4.34
535,tt0106627,6.502
867,tt1483025,7.022
840,tt5804948,5.3
581,tt4189442,5.826
509,tt7671064,6.606
882,tt13544716,7.603
357,tt8305852,7.852
700,tt9048786,6.692
574,tt9288692,6.054
617,tt3741632,7.062
629,tt0076740,7.41
553,tt0054632,7.5
982,tt3733774,5.1
833,tt1230385,7.356
278,tt2785032,6.712
161,tt0455957,6.612
478,tt0088194,6.87
660,tt10548944,7.847
576,tt0014429,7.849
260,tt5960374,5.878
664,tt0199683,7.596
985,tt5267472,6.408
636,tt5480340,6.391
70,tt4196848,7.371
663,tt5607096,6.328
291,tt0073580,7.342
334,tt4009278,5.898
494,tt0092666,6.009
29,tt0361127,6.918
867,tt0942903,7.143
933,tt0319970,6.102
285,tt0091217,7.063
174,tt0048624,7.364
161,tt1762399,6.09
505,tt11644096,6.411
184,tt1146438,6.2
582,tt0246894,3.998
276,tt0117011,5.718
495,tt0120483,6.321
691,tt1552224,5.078
503,tt0208990,7.061
192,tt1808454,7.37
699,tt1602098,6.32
60,tt0248408,6.827
724,tt0090248,6.607
499,tt0072251,7.42
307,tt0054599,7.7
776,tt13774454,6.394
776,tt0045555,7.7
732,tt0142240,6.502
733,tt0395251,6.14
849,tt4129870,5.639
44,tt0026778,7.453
120,tt0119215,5.999
903,tt4163020,5.732
959,tt0067445,7.323
70,tt1619856,7.846
712,tt1231277,4.43
513,tt0095800,6.994
446,tt0976222,5.8
996,tt0099165,5.536
887,tt3339674,5.498
842,tt2386404,6.153
164,tt0055499,7.802
30,tt3354222,7.204
802,tt0120577,5.815
612,tt0080610,7.206
783,tt4859168,7.478
498,tt5804038,7.737
246,tt0064816,7.0
382,tt8160834,6.353
535,tt1073241,6.91
844,tt0050539,7.456
844,tt0116250,6.121
546,tt0236784,6.023
503,tt0328955,5.291
737,tt0964587,5.887
341,tt0433412,5.343
238,tt0063688,6.85
514,tt0065234,7.8
989,tt1389127,5.718
814,tt0192731,4.807
996,tt5251328,7.224
772,tt0331933,5.738
709,tt3863552,7.814
164,tt4720702,5.064
987,tt0314498,5.8
422,tt0070130,7.115
255,tt10365998,6.122
656,tt4191054,7.117
465,tt0110613,5.922
290,tt0071577,6.307
675,tt5979874,6.295
966,tt2235108,6.169
826,tt7670212,6.953
209,tt0331468,5.371
265,tt1285311,5.064
41,tt0096071,6.382
218,tt11698630,7.269
674,tt8108198,7.642
425,tt0042804,8.068
375,tt0116329,6.89
581,tt3671542,7.72
259,tt0100332,8.047
991,tt3019796,5.326
95,tt0114614,5.387
439,tt4065308,6.243
681,tt0067588,6.6
700,tt6916362,7.188
906,tt0079351,6.7
656,tt1361318,5.5
266,tt5912454,7.007
73,tt0417001,5.871
518,tt0119432,5.239
500,tt1747958,6.1
8,tt0312843,6.562
390,tt3409392,6.948
589,tt0110725,5.107
397,tt0063759,7.4
464,tt6892206,6.191
517,tt0167038,6.166
557,tt2784678,6.135
912,tt0035279,6.87
852,tt0274155,5.952
463,tt1405365,6.418
548,tt1320239,6.073
652,tt0375920,5.862
645,tt0114608,6.786
160,tt0785007,5.538
358,tt8836988,6.8
547,tt4082068,6.839
116,tt2368553,5.87
768,tt0114478,7.21
11,tt2465146,6.075
204,tt1634003,6.779
259,tt0104558,6.824
712,tt0095889,5.175
627,tt0401085,7.428
56,tt13207508,7.2
626,tt7129636,7.669
86,tt3726704,6.554
760,tt4180560,6.16
35,tt0087365,6.353
22,tt0086361,5.738
300,tt0084237,7.132
750,tt1604171,6.108
408,tt0109592,6.905
992,tt0092925,5.916
856,tt0000012,7.112
70,tt0078754,7.441
117,tt0810827,6.9
462,tt0057427,7.451
401,tt2716382,6.226
203,tt0094006,6.858
474,tt0110213,5.908
397,tt4652650,6.841
396,tt9170516,7.834
349,tt3832914,7.782
361,tt0078869,5.858
174,tt0213203,6.6
700,tt1124039,6.3
105,tt2268617,6.6
39,tt4897822,7.217
394,tt0338763,4.9
575,tt0120185,4.757
117,tt0047834,6.9
319,tt4323594,7.789
502,tt0048434,8.2
947,tt0168786,6.871
643,tt3040510,3.889
631,tt12731980,7.284
554,tt0283084,6.6
813,tt0048281,7.261
393,tt5143226,5.614
540,tt0097443,6.977
346,tt1396226,7.312
834,tt0116477,7.406
408,tt4536768,5.472
49,tt0087727,5.8
710,tt0411302,6.5
576,tt0768212,6.291
570,tt4285496,7.666
538,tt9775360,7.179
406,tt8461224,5.647
780,tt0091557,6.361
608,tt0314412,5.941
146,tt0042208,7.514
171,tt0242445,5.672
591,tt0076590,6.4
665,tt0114345,6.032
678,tt0462244,4.797
941,tt0299930,4.029
338,tt0082432,7.0
770,tt9448868,8.232
31,tt0067128,7.017
495,tt0332375,6.4
25,tt10505316,7.49
19,tt1942884,7.527
545,tt1185266,4.237
991,tt0036855,7.493
992,tt1827487,7.481
73,tt6769280,6.618
216,tt0118570,5.481
744,tt3029556,7.704
615,tt0116552,6.527
44,tt0117039,6.912
103,tt0964539,5.632
408,tt4790268,7.0
509,tt0042041,7.663
59,tt0193524,3.334
283,tt5179598,5.643
894,tt0242193,6.649
911,tt0082045,6.7
739,tt2218003,5.9
444,tt0056736,7.807
978,tt0072856,6.081
727,tt0490181,5.227
117,tt2182256,5.465
498,tt0064425,6.792
202,tt0407265,7.041
666,tt0303714,6.337
645,tt4158624,6.391
310,tt0116704,6.454
273,tt11742798,6.801
120,tt0859635,5.854
863,tt0051036,7.668
291,tt6003368,5.311
67,tt0435679,7.127
919,tt0286751,6.544
166,tt6439020,6.487
336,tt3212904,5.714
392,tt0120533,5.97
783,tt1545759,6.623
713,tt0080439,7.126
952,tt0102915,6.365
828,tt0396707,6.457
614,tt0944834,6.553
6,tt6537238,7.108
499,tt3628584,6.298
851,tt0082782,6.475
322,tt8263936,6.466
987,tt0365485,6.275
855,tt0093677,6.8
964,tt3427252,6.767
160,tt0039192,7.5
448,tt0103994,7.269
691,tt0362269,6.601
180,tt0482603,4.831
21,tt5670152,6.158
235,tt12876132,6.984
653,tt0388980,7.227
83,tt0050105,7.361
913,tt2802136,5.372
851,tt1913166,5.252
345,tt0273923,6.016
910,tt0085255,6.1
476,tt0200027,6.786
658,tt1153040,6.906
500,tt0082846,7.268
782,tt1134854,4.9
659,tt4776998,6.952
208,tt0193253,7.403
2,tt0308383,5.978
894,tt1920885,7.4
400,tt0072417,7.8
721,tt0119863,6.316
669,tt0080474,7.053
205,tt0481513,5.136
845,tt0305206,7.165
22,tt9766166,7.602
178,tt1865368,5.859
856,tt0229440,5.417
772,tt0089114,6.198
797,tt0081541,6.515
852,tt11127680,7.234
312,tt6302160,7.588
713,tt0082334,6.535
521,tt8134742,5.804
959,tt0039404,6.356
100,tt9288776,7.7
192,tt0104412,6.392
304,tt0052948,6.985
754,tt0334541,5.625
758,tt1204340,7.239
676,tt3991412,6.388
3,tt0469021,6.665
367,tt0891592,4.385
32,tt0293416,7.128
592,tt9351980,7.161
34,tt0354836,5.917
714,tt0070903,6.9
803,tt0387914,8.135
186,tt0318034,7.374
788,tt10545076,8.444
274,tt5262792,5.539
328,tt4805316,6.172
187,tt0271946,5.993
504,tt0162677,6.46
944,tt2011109,6.817
994,tt1989475,6.727
251,tt0100260,6.345
362,tt0110099,5.968
339,tt1985019,6.359
528,tt0214388,5.8
809,tt2180994,5.295
20,tt0076578,7.056
250,tt1078188,7.083
860,tt0116000,5.979
727,tt3774466,6.206
456,tt8310474,6.928
138,tt4976192,5.397
709,tt9059704,5.707
277,tt2368672,6.957
322,tt0054407,8.3
439,tt0923752,7.773
708,tt6570098,7.04
467,tt0164212,6.091
718,tt3756788,7.559
716,tt3230668,7.457
392,tt1372686,5.875
894,tt0101787,6.651
82,tt2197823,6.991
551,tt0096945,6.541
354,tt0845046,6.732
358,tt2409818,5.093
278,tt0096273,6.2
804,tt9150970,6.011
87,tt2364897,4.536
384,tt1640711,5.746
735,tt1326972,7.314
608,tt0055830,6.952
275,tt2793490,6.0
287,tt0119485,6.861
649,tt0078966,7.133
980,tt0120860,4.587
540,tt2965412,6.661
68,tt0125454,6.681
848,tt1525366,6.091
193,tt3204144,6.461
694,tt1361566,7.925
921,tt2262315,6.2
340,tt0486051,5.808
443,tt1946502,6.659
721,tt0087003,7.192
554,tt0095583,6.135
291,tt0457572,6.458
345,tt8550054,6.291
115,tt1486190,5.858
886,tt1712192,6.195
225,tt0968264,6.554
311,tt0378947,6.202
413,tt11809034,7.752
22,tt2989524,6.916
299,tt0379865,5.795
17,tt8883486,7.12
920,tt2954474,5.375
473,tt0810784,6.601
382,tt4771896,6.561
483,tt1288403,5.587
156,tt6925902,6.749
729,tt11079116,7.163
197,tt0813980,7.0
632,tt0085127,7.203
434,tt1007920,6.78
298,tt5034266,6.631
327,tt2091478,4.917
679,tt1883180,6.839
157,tt1934234,7.187
276,tt1931602,5.836
835,tt9151704,8.391
607,tt1725156,6.634
539,tt0419984,5.0
147,tt0283003,6.515
99,tt0101258,7.319
63,tt0025878,7.533
273,tt0791304,5.962
672,tt0077523,6.14
415,tt9731598,6.89
755,tt1828995,6.364
59,tt0119535,6.097
759,tt0109382,7.4
482,tt0034240,7.443
372,tt0058003,7.405
66,tt0094894,6.5
517,tt0109484,6.634
882,tt0078875,6.932
840,tt0483726,5.905
233,tt6905696,5.578
999,tt0076451,6.573
69,tt14550642,6.607
380,tt5224012,7.291
64,tt1127896,6.203
598,tt0085933,7.307
300,tt9203694,5.984
612,tt3322892,5.001
749,tt0790781,6.148
440,tt10199914,6.794
907,tt0265662,6.752
177,tt13669038,6.9
279,tt9231040,7.046
778,tt7830574,7.706
794,tt0276816,6.034
575,tt3078242,7.066
915,tt0077294,6.76
976,tt0116130,6.264
926,tt0095925,6.263
43,tt8632862,7.19
392,tt5147214,6.4
65,tt1045670,6.535
55,tt0804452,5.7
708,tt0378793,6.899
599,tt0104237,6.593
188,tt0047422,6.649
763,tt8105234,8.186
403,tt0074512,6.753
915,tt0783640,7.5
721,tt0222851,7.159
805,tt1493842,5.896
345,tt5612742,5.866
637,tt0857191,7.113
741,tt0093137,6.536
828,tt1231287,5.411
580,tt1160524,7.2
670,tt8178486,5.861
901,tt0107497,6.236
391,tt0080716,6.452
851,tt4944596,6.714
792,tt0046487,6.997
927,tt2535470,6.1
143,tt0301199,6.84
